No.,Time,Source,Destination,Protocol,Length,Info,Class
4447,12.946173,10.10.10.6,10.10.10.30,HTTP,548,"HTTP/1.1 200 OK  (application/json)",HueBridge
4448,12.947052,10.10.10.30,10.10.10.6,TCP,66,"52698  >  80 [ACK] Seq=270 Ack=18 Win=87680 Len=0 TSval=14116867 TSecr=4294941297",HueBridge
4449,12.950277,10.10.10.30,10.10.10.6,TCP,66,"52698  >  80 [FIN, ACK] Seq=270 Ack=501 Win=88704 Len=0 TSval=14116867 TSecr=4294941297",HueBridge
4450,12.950523,10.10.10.6,10.10.10.30,TCP,66,"80  >  52698 [ACK] Seq=501 Ack=271 Win=30032 Len=0 TSval=4294941298 TSecr=14116867",HueBridge
4451,13.312978,10.10.10.6,74.120.8.2,NTP,90,"NTP Version 4, client",HueBridge
4452,13.313144,10.10.10.6,85.220.190.246,NTP,90,"NTP Version 4, client",HueBridge
4453,13.313331,10.10.10.6,94.23.210.194,NTP,90,"NTP Version 4, client",HueBridge
4454,13.315265,85.220.190.246,10.10.10.6,NTP,90,"NTP Version 4, server",HueBridge
4455,13.327047,94.23.210.194,10.10.10.6,NTP,90,"NTP Version 4, server",HueBridge
4456,13.450650,74.120.8.2,10.10.10.6,NTP,90,"NTP Version 4, server",HueBridge
4457,13.956847,10.10.10.30,10.10.10.6,TCP,74,"56500  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=14117068 TSecr=0 WS=128",HueBridge
4458,13.957262,10.10.10.6,10.10.10.30,TCP,74,"80  >  56500 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=4294941398 TSecr=14117068 WS=8",HueBridge
4459,13.959768,10.10.10.30,10.10.10.6,TCP,66,"56500  >  80 [ACK] Seq=1 Ack=1 Win=87680 Len=0 TSval=14117069 TSecr=4294941398",HueBridge
4460,13.962837,10.10.10.30,10.10.10.6,HTTP,335,"POST /api/ HTTP/1.1  (application/x-www-form-urlencoded)",HueBridge
4461,13.963167,10.10.10.6,10.10.10.30,TCP,66,"80  >  56500 [ACK] Seq=1 Ack=270 Win=30032 Len=0 TSval=4294941399 TSecr=14117070",HueBridge
4462,13.964015,10.10.10.6,10.10.10.30,TCP,83,"80  >  56500 [PSH, ACK] Seq=1 Ack=270 Win=30032 Len=17 TSval=4294941399 TSecr=14117070 [TCP segment of a reassembled PDU]",HueBridge
4463,13.964532,10.10.10.6,10.10.10.30,HTTP,548,"HTTP/1.1 200 OK  (application/json)",HueBridge
4464,13.966084,10.10.10.30,10.10.10.6,TCP,66,"56500  >  80 [ACK] Seq=270 Ack=18 Win=87680 Len=0 TSval=14117070 TSecr=4294941399",HueBridge
4465,13.969062,10.10.10.30,10.10.10.6,TCP,66,"56500  >  80 [FIN, ACK] Seq=270 Ack=501 Win=88704 Len=0 TSval=14117071 TSecr=4294941399",HueBridge
4466,13.969295,10.10.10.6,10.10.10.30,TCP,66,"80  >  56500 [ACK] Seq=501 Ack=271 Win=30032 Len=0 TSval=4294941399 TSecr=14117071",HueBridge
4467,14.452858,10.10.10.6,74.120.8.2,NTP,90,"NTP Version 4, client",HueBridge
4468,14.452967,10.10.10.6,185.11.138.90,NTP,90,"NTP Version 4, client",HueBridge
4469,14.459996,185.11.138.90,10.10.10.6,NTP,90,"NTP Version 4, server",HueBridge
4470,14.593781,74.120.8.2,10.10.10.6,NTP,90,"NTP Version 4, server",HueBridge
4471,14.976827,10.10.10.30,10.10.10.6,TCP,74,"49911  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=14117272 TSecr=0 WS=128",HueBridge
4472,14.977205,10.10.10.6,10.10.10.30,TCP,74,"80  >  49911 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=4294941500 TSecr=14117272 WS=8",HueBridge
4473,14.980019,10.10.10.30,10.10.10.6,TCP,66,"49911  >  80 [ACK] Seq=1 Ack=1 Win=87680 Len=0 TSval=14117273 TSecr=4294941500",HueBridge
4474,14.984112,10.10.10.30,10.10.10.6,HTTP,335,"POST /api/ HTTP/1.1  (application/x-www-form-urlencoded)",HueBridge
4475,14.984500,10.10.10.6,10.10.10.30,TCP,66,"80  >  49911 [ACK] Seq=1 Ack=270 Win=30032 Len=0 TSval=4294941501 TSecr=14117274",HueBridge
4476,14.985287,10.10.10.6,10.10.10.30,TCP,83,"80  >  49911 [PSH, ACK] Seq=1 Ack=270 Win=30032 Len=17 TSval=4294941501 TSecr=14117274 [TCP segment of a reassembled PDU]",HueBridge
4477,14.985805,10.10.10.6,10.10.10.30,HTTP,548,"HTTP/1.1 200 OK  (application/json)",HueBridge
4478,14.991488,10.10.10.30,10.10.10.6,TCP,66,"49911  >  80 [ACK] Seq=270 Ack=18 Win=87680 Len=0 TSval=14117275 TSecr=4294941501",HueBridge
4479,14.993558,10.10.10.30,10.10.10.6,TCP,66,"49911  >  80 [FIN, ACK] Seq=270 Ack=501 Win=88704 Len=0 TSval=14117276 TSecr=4294941501",HueBridge
4480,14.993807,10.10.10.6,10.10.10.30,TCP,66,"80  >  49911 [ACK] Seq=501 Ack=271 Win=30032 Len=0 TSval=4294941502 TSecr=14117276",HueBridge
4481,15.595392,10.10.10.6,85.220.190.246,NTP,90,"NTP Version 4, client",HueBridge
4482,15.595520,10.10.10.6,94.23.210.194,NTP,90,"NTP Version 4, client",HueBridge
4483,15.597564,85.220.190.246,10.10.10.6,NTP,90,"NTP Version 4, server",HueBridge
4484,15.609432,94.23.210.194,10.10.10.6,NTP,90,"NTP Version 4, server",HueBridge
4485,16.008004,10.10.10.30,10.10.10.6,TCP,74,"43126  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=14117477 TSecr=0 WS=128",HueBridge
4486,16.008436,10.10.10.6,10.10.10.30,TCP,74,"80  >  43126 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=4294941603 TSecr=14117477 WS=8",HueBridge
4487,16.011828,10.10.10.30,10.10.10.6,TCP,66,"43126  >  80 [ACK] Seq=1 Ack=1 Win=87680 Len=0 TSval=14117480 TSecr=4294941603",HueBridge
4488,16.018331,10.10.10.30,10.10.10.6,HTTP,335,"POST /api/ HTTP/1.1  (application/x-www-form-urlencoded)",HueBridge
4489,16.018739,10.10.10.6,10.10.10.30,TCP,66,"80  >  43126 [ACK] Seq=1 Ack=270 Win=30032 Len=0 TSval=4294941604 TSecr=14117481",HueBridge
4490,16.019534,10.10.10.6,10.10.10.30,TCP,83,"80  >  43126 [PSH, ACK] Seq=1 Ack=270 Win=30032 Len=17 TSval=4294941604 TSecr=14117481 [TCP segment of a reassembled PDU]",HueBridge
4491,16.020079,10.10.10.6,10.10.10.30,HTTP,548,"HTTP/1.1 200 OK  (application/json)",HueBridge
4492,16.023033,10.10.10.30,10.10.10.6,TCP,66,"43126  >  80 [ACK] Seq=270 Ack=18 Win=87680 Len=0 TSval=14117482 TSecr=4294941604",HueBridge
4493,16.029989,10.10.10.30,10.10.10.6,TCP,66,"43126  >  80 [FIN, ACK] Seq=270 Ack=501 Win=88704 Len=0 TSval=14117483 TSecr=4294941604",HueBridge
4494,16.030301,10.10.10.6,10.10.10.30,TCP,66,"80  >  43126 [ACK] Seq=501 Ack=271 Win=30032 Len=0 TSval=4294941606 TSecr=14117483",HueBridge
4495,17.041940,10.10.10.30,10.10.10.6,TCP,74,"60318  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=14117685 TSecr=0 WS=128",HueBridge
4496,17.042364,10.10.10.6,10.10.10.30,TCP,74,"80  >  60318 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=4294941707 TSecr=14117685 WS=8",HueBridge
4497,17.044129,10.10.10.30,10.10.10.6,TCP,66,"60318  >  80 [ACK] Seq=1 Ack=1 Win=87680 Len=0 TSval=14117686 TSecr=4294941707",HueBridge
4498,17.047127,10.10.10.30,10.10.10.6,HTTP,335,"POST /api/ HTTP/1.1  (application/x-www-form-urlencoded)",HueBridge
4499,17.047478,10.10.10.6,10.10.10.30,TCP,66,"80  >  60318 [ACK] Seq=1 Ack=270 Win=30032 Len=0 TSval=4294941707 TSecr=14117687",HueBridge
4500,17.048343,10.10.10.6,10.10.10.30,TCP,83,"80  >  60318 [PSH, ACK] Seq=1 Ack=270 Win=30032 Len=17 TSval=4294941707 TSecr=14117687 [TCP segment of a reassembled PDU]",HueBridge
4501,17.048875,10.10.10.6,10.10.10.30,HTTP,548,"HTTP/1.1 200 OK  (application/json)",HueBridge
4502,17.050138,10.10.10.6,10.10.10.30,TCP,548,"[TCP Out-Of-Order] 80  >  60318 [FIN, PSH, ACK] Seq=18 Ack=270 Win=30032 Len=482 TSval=4294941708 TSecr=14117687[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]",HueBridge
4503,17.050830,10.10.10.30,10.10.10.6,TCP,66,"60318  >  80 [ACK] Seq=270 Ack=18 Win=87680 Len=0 TSval=14117687 TSecr=4294941707",HueBridge
4504,17.053941,10.10.10.30,10.10.10.6,TCP,78,"60318  >  80 [ACK] Seq=270 Ack=501 Win=88704 Len=0 TSval=14117688 TSecr=4294941708 SLE=18 SRE=501",HueBridge
4505,17.054287,10.10.10.30,10.10.10.6,TCP,66,"60318  >  80 [FIN, ACK] Seq=270 Ack=501 Win=88704 Len=0 TSval=14117688 TSecr=4294941708",HueBridge
4506,17.054534,10.10.10.6,10.10.10.30,TCP,66,"80  >  60318 [ACK] Seq=501 Ack=271 Win=30032 Len=0 TSval=4294941708 TSecr=14117688",HueBridge
4507,17.511260,10.10.10.6,10.10.10.1,DNS,78,"Standard query 0x0007 A bridge.meethue.com",HueBridge
4508,17.531377,10.10.10.1,10.10.10.6,DNS,292,"Standard query response 0x0007 A bridge.meethue.com A 130.211.93.93 NS ns2.ext.philips.com NS ns3.ext.philips.com NS ns1.ext.philips.com A 57.67.40.20 AAAA 2a01:ce89:8001:0:57:67:40:20 A 57.77.21.76 AAAA 2a01:ce95:4001:100:57:77:21:76 A 57.73.36.68 AAAA 2a01:ce9d:1:0:57:73:36:68",HueBridge
4509,17.532067,10.10.10.6,130.211.93.93,TCP,74,"42480  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=4294941756 TSecr=0 WS=8",HueBridge
4510,17.543031,130.211.93.93,10.10.10.6,TCP,74,"80  >  42480 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1380 SACK_PERM=1 TSval=357434512 TSecr=4294941756 WS=128",HueBridge
4511,17.543416,10.10.10.6,130.211.93.93,TCP,66,"42480  >  80 [ACK] Seq=1 Ack=1 Win=29200 Len=0 TSval=4294941757 TSecr=357434512",HueBridge
4512,17.543582,10.10.10.6,130.211.93.93,TCP,71,"42480  >  80 [PSH, ACK] Seq=1 Ack=1 Win=29200 Len=5 TSval=4294941757 TSecr=357434512 [TCP segment of a reassembled PDU]",HueBridge
4513,17.553967,130.211.93.93,10.10.10.6,TCP,66,"80  >  42480 [ACK] Seq=1 Ack=6 Win=29056 Len=0 TSval=357434515 TSecr=4294941757",HueBridge
4514,17.554428,10.10.10.6,130.211.93.93,HTTP,853,"POST /queue/getmessage?duration=180000&interval=25&sso=91c2b44e0cc2e21ed49576ab6732c15b5c8a86e5f4211feb4a1e9a086dddf9d2663e7c6b035a33b43dd98c6168842c6bb4db90d7a83e0ad2cd8bf0010e8814e9b595f1c2b719b047fd775267cd9d7267522fecf4cb3d935c25e9dfd04dd67c21e67ac5bdfc3e2563abbc5937c8da07625fd7a7a55197b2d9c265de77e2e70a839db10f740464f38a0582aff25bcbfe56e9993ca95eb11e469f4d13bf733a2be8491c67a962dcb6a66feabf4f9d05c80d040cd076d27c1a4c5cdc4c84ab7d0030&i=8c79a03d53050b488606a0893fc5eb30&auth=7a19734225903f79d25ab954f6842cf3710ab8f0 HTTP/1.1  (text/plain)",HueBridge
4515,17.564956,130.211.93.93,10.10.10.6,TCP,66,"80  >  42480 [ACK] Seq=1 Ack=793 Win=30592 Len=0 TSval=357434517 TSecr=4294941758",HueBridge
4516,17.569634,130.211.93.93,10.10.10.6,HTTP,320,"HTTP/1.1 200 OK  (text/plain)",HueBridge
4517,17.569940,130.211.93.93,10.10.10.6,TCP,66,"80  >  42480 [FIN, ACK] Seq=255 Ack=793 Win=30592 Len=0 TSval=357434519 TSecr=4294941758",HueBridge
4518,17.569942,10.10.10.6,130.211.93.93,TCP,66,"42480  >  80 [ACK] Seq=793 Ack=255 Win=30272 Len=0 TSval=4294941759 TSecr=357434519",HueBridge
4519,17.570964,10.10.10.6,130.211.93.93,TCP,66,"42480  >  80 [FIN, ACK] Seq=793 Ack=256 Win=30272 Len=0 TSval=4294941760 TSecr=357434519",HueBridge
4520,17.581269,130.211.93.93,10.10.10.6,TCP,66,"80  >  42480 [ACK] Seq=256 Ack=794 Win=30592 Len=0 TSval=357434521 TSecr=4294941760",HueBridge
4521,18.070241,10.10.10.30,10.10.10.6,TCP,74,"43245  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=14117890 TSecr=0 WS=128",HueBridge
4522,18.070693,10.10.10.6,10.10.10.30,TCP,74,"80  >  43245 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=4294941810 TSecr=14117890 WS=8",HueBridge
4523,18.455611,10.10.10.6,10.10.10.1,DNS,79,"Standard query 0x0008 A dcp.cpp.philips.com",HueBridge
4524,18.455705,10.10.10.1,10.10.10.6,DNS,95,"Standard query response 0x0008 A dcp.cpp.philips.com A 5.79.62.93",HueBridge
4525,18.718403,10.10.10.30,10.10.10.6,TCP,66,"43245  >  80 [ACK] Seq=1 Ack=1 Win=87680 Len=0 TSval=14118021 TSecr=4294941810",HueBridge
4526,18.730751,10.10.10.30,10.10.10.6,HTTP,335,"POST /api/ HTTP/1.1  (application/x-www-form-urlencoded)",HueBridge
4527,18.731106,10.10.10.6,10.10.10.30,TCP,66,"80  >  43245 [ACK] Seq=1 Ack=270 Win=30032 Len=0 TSval=4294941876 TSecr=14118023",HueBridge
4528,18.731951,10.10.10.6,10.10.10.30,TCP,83,"80  >  43245 [PSH, ACK] Seq=1 Ack=270 Win=30032 Len=17 TSval=4294941876 TSecr=14118023 [TCP segment of a reassembled PDU]",HueBridge
4529,18.737361,10.10.10.6,10.10.10.30,HTTP,529,"HTTP/1.1 200 OK  (application/json)",HueBridge
4530,18.739701,10.10.10.30,10.10.10.6,TCP,66,"43245  >  80 [ACK] Seq=270 Ack=18 Win=87680 Len=0 TSval=14118025 TSecr=4294941876",HueBridge
4531,18.750617,10.10.10.30,10.10.10.6,TCP,66,"43245  >  80 [FIN, ACK] Seq=270 Ack=482 Win=88704 Len=0 TSval=14118027 TSecr=4294941876",HueBridge
4532,18.750919,10.10.10.6,10.10.10.30,TCP,66,"80  >  43245 [ACK] Seq=482 Ack=271 Win=30032 Len=0 TSval=4294941878 TSecr=14118027",HueBridge
4533,18.772854,10.10.10.30,10.10.10.6,TCP,74,"51189  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=14118032 TSecr=0 WS=128",HueBridge
4534,18.773169,10.10.10.6,10.10.10.30,TCP,74,"80  >  51189 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=4294941880 TSecr=14118032 WS=8",HueBridge
4535,18.830849,10.10.10.30,10.10.10.6,TCP,74,"56412  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=14118043 TSecr=0 WS=128",HueBridge
4536,18.831240,10.10.10.6,10.10.10.30,TCP,74,"80  >  56412 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=4294941886 TSecr=14118043 WS=8",HueBridge
4537,19.571610,10.10.10.6,10.10.10.1,DNS,78,"Standard query 0x0009 A bridge.meethue.com",HueBridge
4538,19.571706,10.10.10.1,10.10.10.6,DNS,94,"Standard query response 0x0009 A bridge.meethue.com A 130.211.93.93",HueBridge
4539,19.572249,10.10.10.6,130.211.93.93,TCP,74,"42482  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=4294941960 TSecr=0 WS=8",HueBridge
4540,19.583297,130.211.93.93,10.10.10.6,TCP,74,"80  >  42482 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1380 SACK_PERM=1 TSval=376535022 TSecr=4294941960 WS=128",HueBridge
4541,19.583665,10.10.10.6,130.211.93.93,TCP,66,"42482  >  80 [ACK] Seq=1 Ack=1 Win=29200 Len=0 TSval=4294941961 TSecr=376535022",HueBridge
4542,19.583697,10.10.10.6,130.211.93.93,TCP,71,"42482  >  80 [PSH, ACK] Seq=1 Ack=1 Win=29200 Len=5 TSval=4294941961 TSecr=376535022 [TCP segment of a reassembled PDU]",HueBridge
4543,19.593918,130.211.93.93,10.10.10.6,TCP,66,"80  >  42482 [ACK] Seq=1 Ack=6 Win=29056 Len=0 TSval=376535025 TSecr=4294941961",HueBridge
4544,19.594379,10.10.10.6,130.211.93.93,HTTP,853,"POST /queue/getmessage?duration=180000&interval=25&sso=91c2b44e0cc2e21ed49576ab6732c15b5c8a86e5f4211feb4a1e9a086dddf9d2663e7c6b035a33b43dd98c6168842c6bb4db90d7a83e0ad2cd8bf0010e8814e9b595f1c2b719b047fd775267cd9d7267522fecf4cb3d935c25e9dfd04dd67c21e67ac5bdfc3e2563abbc5937c8da07625fd7a7a55197b2d9c265de77e2e70a839db10f740464f38a0582aff25bcbfe56e9993ca95eb11e469f4d13bf733a2be8491c67a962dcb6a66feabf4f9d05c80d040cd076d27c1a4c5cdc4c84ab7d0030&i=1ff909aec3fdd2d986dcd206716e304f&auth=a811a4591f6a9a5f5267ce03223a2aeff5512e41 HTTP/1.1  (text/plain)",HueBridge
4545,19.604734,130.211.93.93,10.10.10.6,TCP,66,"80  >  42482 [ACK] Seq=1 Ack=793 Win=30592 Len=0 TSval=376535027 TSecr=4294941962",HueBridge
4546,19.610612,130.211.93.93,10.10.10.6,HTTP,320,"HTTP/1.1 200 OK  (text/plain)",HueBridge
4547,19.610966,10.10.10.6,130.211.93.93,TCP,66,"42482  >  80 [ACK] Seq=793 Ack=255 Win=30272 Len=0 TSval=4294941964 TSecr=376535029",HueBridge
4548,19.611325,130.211.93.93,10.10.10.6,TCP,66,"80  >  42482 [FIN, ACK] Seq=255 Ack=793 Win=30592 Len=0 TSval=376535029 TSecr=4294941962",HueBridge
4549,19.612044,10.10.10.6,130.211.93.93,TCP,66,"42482  >  80 [FIN, ACK] Seq=793 Ack=256 Win=30272 Len=0 TSval=4294941964 TSecr=376535029",HueBridge
4550,19.622353,130.211.93.93,10.10.10.6,TCP,66,"80  >  42482 [ACK] Seq=256 Ack=794 Win=30592 Len=0 TSval=376535032 TSecr=4294941964",HueBridge
4551,19.781189,10.10.10.30,10.10.10.6,TCP,74,"[TCP Retransmission] 51189  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=14118232 TSecr=0 WS=128",HueBridge
4552,19.781490,10.10.10.6,10.10.10.30,TCP,74,"[TCP Retransmission] 80  >  51189 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=4294941981 TSecr=14118032 WS=8",HueBridge
4553,19.787228,10.10.10.30,10.10.10.6,TCP,66,"51189  >  80 [ACK] Seq=1 Ack=1 Win=87680 Len=0 TSval=14118234 TSecr=4294941880",HueBridge
4554,19.787840,10.10.10.30,10.10.10.6,HTTP,258,"GET /api/59df4532a5f9c15ff500b552b69bbc HTTP/1.1 ",HueBridge
4555,19.788144,10.10.10.6,10.10.10.30,TCP,66,"80  >  51189 [ACK] Seq=1 Ack=193 Win=30032 Len=0 TSval=4294941981 TSecr=14118235",HueBridge
4556,19.788340,10.10.10.30,10.10.10.6,TCP,66,"56412  >  80 [ACK] Seq=1 Ack=1 Win=87680 Len=0 TSval=14118235 TSecr=4294941886",HueBridge
4557,19.788751,10.10.10.30,10.10.10.6,TCP,66,"[TCP Dup ACK 370#1] 51189  >  80 [ACK] Seq=193 Ack=1 Win=87680 Len=0 TSval=14118235 TSecr=4294941880",HueBridge
4558,19.789158,10.10.10.6,10.10.10.30,TCP,83,"80  >  51189 [PSH, ACK] Seq=1 Ack=193 Win=30032 Len=17 TSval=4294941981 TSecr=14118235 [TCP segment of a reassembled PDU]",HueBridge
4559,19.789627,10.10.10.30,10.10.10.6,HTTP,260,"GET /api/22e7aaca1e0464e44d5d6a114698e823 HTTP/1.1 ",HueBridge
4560,19.789949,10.10.10.6,10.10.10.30,TCP,66,"80  >  56412 [ACK] Seq=1 Ack=195 Win=30032 Len=0 TSval=4294941981 TSecr=14118235",HueBridge
4561,19.792309,10.10.10.30,10.10.10.6,TCP,66,"51189  >  80 [ACK] Seq=193 Ack=18 Win=87680 Len=0 TSval=14118236 TSecr=4294941981",HueBridge
4562,19.792747,10.10.10.6,10.10.10.30,TCP,577,"HTTP/1.1 200 OK  [TCP segment of a reassembled PDU]",HueBridge
4563,19.794704,10.10.10.30,10.10.10.6,TCP,66,"51189  >  80 [ACK] Seq=193 Ack=529 Win=88704 Len=0 TSval=14118236 TSecr=4294941982",HueBridge
4564,19.795117,10.10.10.6,10.10.10.30,TCP,469,"80  >  51189 [PSH, ACK] Seq=529 Ack=193 Win=30032 Len=403 TSval=4294941982 TSecr=14118236 [TCP segment of a reassembled PDU]",HueBridge
4565,19.796703,10.10.10.6,10.10.10.30,HTTP,728,"Continuation",HueBridge
4566,19.798840,10.10.10.30,10.10.10.6,TCP,66,"51189  >  80 [ACK] Seq=193 Ack=932 Win=89856 Len=0 TSval=14118237 TSecr=4294941982",HueBridge
4567,19.800490,10.10.10.30,10.10.10.6,TCP,66,"51189  >  80 [ACK] Seq=193 Ack=1595 Win=91136 Len=0 TSval=14118237 TSecr=4294941982",HueBridge
4568,19.800622,10.10.10.30,10.10.10.6,TCP,66,"51189  >  80 [FIN, ACK] Seq=193 Ack=1595 Win=91136 Len=0 TSval=14118237 TSecr=4294941982",HueBridge
4569,19.800914,10.10.10.6,10.10.10.30,TCP,66,"80  >  51189 [ACK] Seq=1595 Ack=194 Win=30032 Len=0 TSval=4294941983 TSecr=14118237",HueBridge
4570,19.802694,10.10.10.6,10.10.10.30,TCP,83,"80  >  56412 [PSH, ACK] Seq=1 Ack=195 Win=30032 Len=17 TSval=4294941983 TSecr=14118235 [TCP segment of a reassembled PDU]",HueBridge
4571,19.803371,10.10.10.6,10.10.10.30,HTTP,540,"HTTP/1.1 200 OK  (application/json)",HueBridge
4572,19.804702,10.10.10.30,10.10.10.6,TCP,66,"56412  >  80 [ACK] Seq=195 Ack=18 Win=87680 Len=0 TSval=14118238 TSecr=4294941983",HueBridge
4573,19.814320,10.10.10.30,10.10.10.6,TCP,66,"56412  >  80 [FIN, ACK] Seq=195 Ack=493 Win=88704 Len=0 TSval=14118240 TSecr=4294941983",HueBridge
4574,19.814578,10.10.10.6,10.10.10.30,TCP,66,"80  >  56412 [ACK] Seq=493 Ack=196 Win=30032 Len=0 TSval=4294941984 TSecr=14118240",HueBridge
4575,19.824863,10.10.10.30,10.10.10.6,TCP,74,"39641  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=14118242 TSecr=0 WS=128",HueBridge
4576,19.825195,10.10.10.6,10.10.10.30,TCP,74,"80  >  39641 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=4294941985 TSecr=14118242 WS=8",HueBridge
4577,19.826951,10.10.10.30,10.10.10.6,TCP,66,"39641  >  80 [ACK] Seq=1 Ack=1 Win=87680 Len=0 TSval=14118243 TSecr=4294941985",HueBridge
4578,19.828626,10.10.10.30,10.10.10.6,HTTP,335,"POST /api/ HTTP/1.1  (application/x-www-form-urlencoded)",HueBridge
4579,19.828939,10.10.10.6,10.10.10.30,TCP,66,"80  >  39641 [ACK] Seq=1 Ack=270 Win=30032 Len=0 TSval=4294941985 TSecr=14118243",HueBridge
4580,19.829886,10.10.10.6,10.10.10.30,TCP,83,"80  >  39641 [PSH, ACK] Seq=1 Ack=270 Win=30032 Len=17 TSval=4294941985 TSecr=14118243 [TCP segment of a reassembled PDU]",HueBridge
4581,19.831434,10.10.10.30,10.10.10.6,TCP,66,"39641  >  80 [ACK] Seq=270 Ack=18 Win=87680 Len=0 TSval=14118244 TSecr=4294941985",HueBridge
4582,19.831865,10.10.10.6,10.10.10.30,TCP,471,"HTTP/1.1 200 OK  [TCP segment of a reassembled PDU]",HueBridge
4583,19.833460,10.10.10.30,10.10.10.6,TCP,66,"39641  >  80 [ACK] Seq=270 Ack=423 Win=88704 Len=0 TSval=14118244 TSecr=4294941986",HueBridge
4584,19.835685,10.10.10.6,10.10.10.30,TCP,67,"80  >  39641 [PSH, ACK] Seq=423 Ack=270 Win=30032 Len=1 TSval=4294941986 TSecr=14118244 [TCP segment of a reassembled PDU]",HueBridge
4585,19.835827,10.10.10.6,10.10.10.30,HTTP,124,"Continuation",HueBridge
4586,19.837215,10.10.10.30,10.10.10.6,TCP,66,"39641  >  80 [ACK] Seq=270 Ack=424 Win=88704 Len=0 TSval=14118245 TSecr=4294941986",HueBridge
4587,19.837665,10.10.10.30,10.10.10.6,TCP,66,"39641  >  80 [FIN, ACK] Seq=270 Ack=483 Win=88704 Len=0 TSval=14118245 TSecr=4294941986",HueBridge
4588,19.837888,10.10.10.6,10.10.10.30,TCP,66,"80  >  39641 [ACK] Seq=483 Ack=271 Win=30032 Len=0 TSval=4294941986 TSecr=14118245",HueBridge
4589,19.844844,10.10.10.30,10.10.10.6,TCP,74,"49383  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=14118246 TSecr=0 WS=128",HueBridge
4590,19.845218,10.10.10.6,10.10.10.30,TCP,74,"80  >  49383 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=4294941987 TSecr=14118246 WS=8",HueBridge
4591,19.846964,10.10.10.30,10.10.10.6,TCP,66,"49383  >  80 [ACK] Seq=1 Ack=1 Win=87680 Len=0 TSval=14118247 TSecr=4294941987",HueBridge
4592,19.847853,10.10.10.30,10.10.10.6,HTTP,259,"GET /api/406e887479fbec0270f7e4c4fec82ea HTTP/1.1 ",HueBridge
4593,19.848165,10.10.10.6,10.10.10.30,TCP,66,"80  >  49383 [ACK] Seq=1 Ack=194 Win=30032 Len=0 TSval=4294941987 TSecr=14118247",HueBridge
4594,19.848834,10.10.10.6,10.10.10.30,TCP,83,"80  >  49383 [PSH, ACK] Seq=1 Ack=194 Win=30032 Len=17 TSval=4294941987 TSecr=14118247 [TCP segment of a reassembled PDU]",HueBridge
4595,19.850104,10.10.10.30,10.10.10.6,TCP,66,"49383  >  80 [ACK] Seq=194 Ack=18 Win=87680 Len=0 TSval=14118247 TSecr=4294941987",HueBridge
4596,19.850466,10.10.10.6,10.10.10.30,TCP,577,"HTTP/1.1 200 OK  [TCP segment of a reassembled PDU]",HueBridge
4597,19.852005,10.10.10.30,10.10.10.6,TCP,66,"49383  >  80 [ACK] Seq=194 Ack=529 Win=88704 Len=0 TSval=14118248 TSecr=4294941988",HueBridge
